#Zinb
#yaml:
#    date: 2023-01-18 12:15:22
#    transit_version: v4.0.0
#    app_or_command_line: app
#    console_command: transit 
#    calculation_time: 37.7seconds
#    analysis_type: Zinb
#    files:
#       combined_wig: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/comwig.tsv
#       annotation_path: /Users/jeffhykin/repos/transit/src/pytransit/../..//src/pytransit/data/cholesterol_glycerol.transit/annotation.H37Rv.prot_table
#    parameters:
#       normalization: TTR
#       n_terminus: 0.0
#       c_terminus: 0.0
#       pseudocount: 5.0
#       should_append_gene_descriptions: true
#    group_names: [Cholesterol, Glycerol]
#    lfc_columns: [Log 2 FC Cholesterol, Log 2 FC Glycerol]
#    mean_columns: [Mean Cholesterol, Mean Glycerol]
#    summary_info:
#       Hits: 100
#    
#Rv	Gene	TA Sites	Mean Cholesterol	Mean Glycerol	Log 2 FC Cholesterol	Log 2 FC Glycerol	Non Zero Mean Cholesterol	Non Zero Mean Glycerol	Non Zero Percentage Cholesterol	Non Zero Percentage Glycerol	P Value	Adj P Value	Status	Gene Annotation
Rv0137c	msrA	11	64.1	101.0	-0.341	0.276	111.4	158.6	0.58	0.64	0.0893963524103075	0.7214296357639045	-	methionine sulfoxide reductase A 
Rv0138	-	6	537.4	647.3	-0.139	0.127	537.4	776.8	1.00	0.83	0.0358362526535688	0.4686024777877505	-	hypothetical protein Rv0138 
Rv0139	-	12	477.6	516.7	-0.057	0.055	592.9	563.7	0.81	0.92	0.286676173549366	1.0	-	POSSIBLE OXIDOREDUCTASE 
Rv0140	-	15	272.3	209.7	0.173	-0.197	490.1	449.3	0.56	0.47	0.401397279943028	1.0	-	hypothetical protein Rv0140 
Rv0141c	-	9	134.8	105.3	0.161	-0.181	404.4	237.0	0.33	0.44	0.889620195199035	1.0	-	hypothetical protein Rv0141c 
Rv0142	-	6	69.9	143.7	-0.578	0.411	114.4	215.6	0.61	0.67	0.0828204799762494	0.7073980332282873	-	hypothetical protein Rv0142 
Rv0143c	-	27	251.8	169.4	0.252	-0.306	408.0	277.3	0.62	0.61	0.8352282057746	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0144	-	14	239.6	248.9	-0.027	0.026	324.7	331.8	0.74	0.75	0.60139158980679	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 
Rv0145	-	15	97.9	178.0	-0.474	0.356	169.4	281.0	0.58	0.63	0.0546623391222849	0.5926704703747738	-	hypothetical protein Rv0145 
Rv0146	-	16	327.8	266.8	0.139	-0.153	524.4	388.0	0.62	0.69	0.934222761209964	1.0	-	hypothetical protein Rv0146 
Rv0147	-	26	263.0	420.6	-0.372	0.295	341.9	508.6	0.77	0.83	0.0169960240108424	0.3078326135031583	-	PROBABLE ALDEHYDE DEHYDROGENASE (NAD+) DEPENDENT 
Rv0148	-	16	201.1	202.5	-0.005	0.005	275.8	249.3	0.73	0.81	0.601666832821436	1.0	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 
Rv0149	-	21	125.9	111.1	0.084	-0.089	240.4	194.5	0.52	0.57	0.843833025539192	1.0	-	POSSIBLE QUINONE OXIDOREDUCTASE (NADPH:QUINONE OXIDOREDUCTASE) (ZETA-CRYSTALLIN) 
Rv0150c	-	4	29.5	13.7	0.377	-0.511	177.3	21.9	0.17	0.62	0.0756266227431827	0.6930354802842852	-	hypothetical protein Rv0150c 
Rv0151c	PE1	44	340.3	194.8	0.341	-0.448	615.3	272.1	0.55	0.72	0.055496613826001	0.5952459386175913	-	PE FAMILY PROTEIN 
Rv0152c	PE2	40	404.2	193.3	0.430	-0.615	577.4	237.9	0.70	0.81	0.060499258364219	0.6142291116367272	-	PE FAMILY PROTEIN 
Rv0153c	ptbB	11	8.6	27.6	-0.766	0.498	56.6	86.7	0.15	0.32	0.245442569972897	1.0	-	PHOSPHOTYROSINE PROTEIN PHOSPHATASE PTPB (PROTEIN-TYROSINE-PHOSPHATASE) (PTPase) 
Rv0154c	fadE2	12	20.2	48.1	-0.635	0.440	56.0	88.8	0.36	0.54	0.103682831609717	0.76648599445803	-	PROBABLE ACYL-CoA DEHYDROGENASE FADE2 
Rv0155	pntAa	10	26.8	64.1	-0.667	0.454	66.9	128.3	0.40	0.50	0.208672264326817	0.9786455139099347	-	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAA 
Rv0156	pntAb	1	306.3	148.1	0.423	-0.601	306.3	148.1	1.00	1.00	1.0	1.0	TA sites <= 1, not analyzed	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT ALPHA) PNTAB 
Rv0157	pntB	14	23.6	59.8	-0.707	0.472	66.1	98.4	0.36	0.61	0.0915839394845394	0.7308398370866245	-	PROBABLE NAD(P) TRANSHYDROGENASE (SUBUNIT BETA) PNTB 
Rv0158	-	16	271.8	151.8	0.352	-0.467	362.4	202.4	0.75	0.75	0.78984934445196	1.0	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 
Rv0159c	PE3	50	270.9	307.9	-0.094	0.088	387.0	384.9	0.70	0.80	0.0797509679294279	0.7018128865692673	-	PE FAMILY PROTEIN 
Rv0160c	PE4	42	308.3	280.5	0.065	-0.069	518.0	413.4	0.60	0.68	0.638101523190377	1.0	-	PE FAMILY PROTEIN 
Rv0161	-	19	45.4	22.0	0.382	-0.520	129.5	64.3	0.35	0.34	0.53395657078089	1.0	-	POSSIBLE OXIDOREDUCTASE 
Rv0162c	adhE1	16	70.9	68.7	0.021	-0.021	154.6	146.6	0.46	0.47	0.507672275083593	1.0	-	PROBABLE ZINC-TYPE ALCOHOL DEHYDROGENASE (E SUBUNIT) ADHE 
Rv0163	-	10	80.7	107.6	-0.211	0.184	142.3	134.5	0.57	0.80	0.272070543022029	1.0	-	hypothetical protein Rv0163 
Rv0164	TB18.5	8	49.2	42.1	0.098	-0.105	393.7	336.9	0.12	0.12	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	hypothetical protein Rv0164 
Rv0165c	-	8	114.8	121.6	-0.041	0.040	162.1	176.9	0.71	0.69	0.515494380080666	1.0	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 
Rv0166	fadD5	27	260.5	294.0	-0.088	0.083	413.8	417.9	0.63	0.70	0.26598301207636	1.0	-	acyl-CoA synthetase 
Rv0167	yrbE1A	7	261.8	43.8	0.758	-1.694	392.7	61.3	0.67	0.71	0.00676947337048393	0.17653724672046328	-	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1A 
Rv0168	yrbE1B	14	3137.1	384.8	0.831	-2.180	3764.5	431.0	0.83	0.89	0.000324511870306986	0.017036873191116766	-	CONSERVED HYPOTHETICAL INTEGRAL MEMBRANE PROTEIN YRBE1B 
Rv0169	mce1A	39	497.2	294.1	0.326	-0.422	625.6	370.0	0.79	0.79	0.500946659918253	1.0	-	MCE-FAMILY PROTEIN MCE1A 
Rv0170	mce1B	18	260.5	91.4	0.553	-0.908	327.1	131.6	0.80	0.69	0.0446236060635959	0.5362897234751435	-	MCE-FAMILY PROTEIN MCE1B 
Rv0171	mce1C	25	356.1	142.2	0.507	-0.788	452.7	187.0	0.79	0.76	0.144898517975348	0.8716219608283561	-	MCE-FAMILY PROTEIN MCE1C 
Rv0172	mce1D	33	285.0	150.1	0.382	-0.521	391.9	215.4	0.73	0.70	0.452262666732345	1.0	-	MCE-FAMILY PROTEIN MCE1D 
Rv0173	lprK	16	489.0	261.7	0.377	-0.512	690.3	418.6	0.71	0.62	0.434959199410367	1.0	-	POSSIBLE MCE-FAMILY LIPOPROTEIN LPRK (MCE-FAMILY LIPOPROTEIN MCE1E) 
Rv0174	mce1F	31	601.1	346.9	0.340	-0.445	798.6	467.6	0.75	0.74	0.575202660011094	1.0	-	MCE-FAMILY PROTEIN MCE1F 
Rv0175	-	9	698.3	459.4	0.269	-0.330	1047.4	636.0	0.67	0.72	0.897899664541975	1.0	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 
Rv0176	-	15	6453.9	322.0	0.929	-3.375	8541.9	439.2	0.76	0.73	0.00144154372381743	0.05584232483525773	-	PROBABLE CONSERVED MCE ASSOCIATED TRANSMEMBRANE PROTEIN 
Rv0177	-	12	273.9	163.8	0.317	-0.408	493.1	280.7	0.56	0.58	0.679478244835729	1.0	-	PROBABLE CONSERVED MCE ASSOCIATED PROTEIN 
Rv0178	-	11	370.1	192.1	0.391	-0.538	555.1	301.9	0.67	0.64	0.667399819714441	1.0	-	PROBABLE CONSERVED MCE ASSOCIATED MEMBRANE PROTEIN 
Rv0179c	lprO	22	190.3	182.5	0.029	-0.029	251.1	243.4	0.76	0.75	0.417180803891463	1.0	-	POSSIBLE LIPOPROTEIN LPRO 
Rv0180c	-	28	67.3	67.0	0.003	-0.003	157.0	139.0	0.43	0.48	0.61224609632232	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0181c	-	15	143.4	55.0	0.511	-0.797	379.7	103.0	0.38	0.53	0.126428267044338	0.8229180840243207	-	hypothetical protein Rv0181c 
Rv0182c	sigG	21	129.6	170.5	-0.204	0.179	263.4	238.7	0.49	0.71	0.108941744633912	0.774926273183563	-	RNA polymerase factor sigma-70 
Rv0183	-	15	334.8	311.4	0.050	-0.052	456.5	389.3	0.73	0.80	0.66412903080232	1.0	-	POSSIBLE LYSOPHOSPHOLIPASE 
Rv0184	-	11	65.6	132.0	-0.556	0.400	196.8	322.6	0.33	0.41	0.102474458236147	0.7656799407532331	-	hypothetical protein Rv0184 
Rv0185	-	10	88.1	156.0	-0.449	0.342	293.5	520.1	0.30	0.30	0.46569967489326	1.0	-	hypothetical protein Rv0185 
Rv0186	bglS	34	52.3	71.1	-0.219	0.190	213.4	186.1	0.25	0.38	0.319106751813093	1.0	-	PROBABLE BETA-GLUCOSIDASE BGLS (GENTIOBIASE) (CELLOBIASE) (BETA-D-GLUCOSIDE GLUCOHYDROLASE) 
Rv0187	-	7	94.2	68.4	0.201	-0.233	247.3	159.7	0.38	0.43	0.985594425322649	1.0	-	PROBABLE O-METHYLTRANSFERASE 
Rv0188	-	10	23.8	39.4	-0.347	0.279	89.2	71.7	0.27	0.55	0.240989168864363	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0189c	ilvD	22	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	dihydroxy-acid dehydratase 
Rv0190	-	3	40.9	126.5	-0.949	0.568	73.7	151.8	0.56	0.83	0.312298440727564	1.0	-	hypothetical protein Rv0190 
Rv0191	-	19	707.5	538.7	0.182	-0.208	916.6	660.4	0.77	0.82	0.953100036845408	1.0	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 
Rv0192	-	13	496.7	482.6	0.020	-0.021	523.6	482.6	0.95	1.00	0.160367945724905	0.9154050120777839	-	hypothetical protein Rv0192 
Rv0192A	-	2	353.3	438.4	-0.162	0.146	353.3	438.4	1.00	1.00	0.798074473563711	1.0	-	CONSERVED SECRETED PROTEIN 
Rv0193c	-	34	169.0	161.9	0.030	-0.030	242.8	234.2	0.70	0.69	0.188322043086462	0.945163461528281	-	hypothetical protein Rv0193c 
Rv0194	-	55	287.5	308.4	-0.051	0.049	427.4	418.9	0.67	0.74	0.0894079921229887	0.7214296357639045	-	PROBABLE DRUGS-TRANSPORT TRANSMEMBRANE ATP-BINDING PROTEIN ABC TRANSPORTER 
Rv0195	-	6	329.5	368.5	-0.082	0.077	370.7	442.2	0.89	0.83	0.340070756990886	1.0	-	POSSIBLE TWO COMPONENT TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 
Rv0196	-	7	200.6	201.8	-0.004	0.004	234.0	217.3	0.86	0.93	0.585290065524784	1.0	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv0197	-	33	73.7	74.7	-0.009	0.009	182.4	182.5	0.40	0.41	0.363163300386348	1.0	-	POSSIBLE OXIDOREDUCTASE 
Rv0198c	-	42	72.5	38.4	0.358	-0.478	246.7	107.5	0.29	0.36	0.242061218821283	1.0	-	PROBABLE ZINC METALLOPROTEASE 
Rv0199	-	12	41.3	83.3	-0.539	0.392	124.0	181.8	0.33	0.46	0.296393193372053	1.0	-	PROBABLE CONSERVED MEMBRANE PROTEIN 
Rv0200	-	7	356.2	31.8	0.860	-2.436	831.0	111.2	0.43	0.29	0.140216658507953	0.8662225510271792	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0201c	-	8	32.5	26.9	0.111	-0.120	78.0	39.2	0.42	0.69	0.320375628395298	1.0	-	hypothetical protein Rv0201c 
Rv0202c	mmpL11	39	10.9	36.2	-0.842	0.528	127.8	108.5	0.09	0.33	0.000672105962473843	0.030824170003110732	-	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL11 
Rv0203	-	3	280.4	307.5	-0.067	0.064	280.4	369.0	1.00	0.83	0.209313597619136	0.9786455139099347	-	POSSIBLE EXPORTED PROTEIN 
Rv0204c	-	19	6.3	11.6	-0.302	0.250	72.0	48.9	0.09	0.24	0.255547248956412	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0205	-	12	134.8	119.2	0.082	-0.087	285.4	204.4	0.47	0.58	0.882103521857929	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0206c	mmpL3	34	0.4	1.4	-0.122	0.112	44.8	94.9	0.01	0.01	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	POSSIBLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL3 
Rv0207c	-	9	82.0	95.4	-0.107	0.099	138.4	156.1	0.59	0.61	0.515223070783541	1.0	-	hypothetical protein Rv0207c 
Rv0208c	trmB	12	5.9	5.1	0.054	-0.056	213.4	30.8	0.03	0.17	0.0404383557690245	0.5042157484950243	-	tRNA (guanine-N(7))-methyltransferase 
Rv0209	-	15	81.5	116.2	-0.264	0.223	159.4	218.0	0.51	0.53	0.108596658289861	0.774926273183563	-	hypothetical protein Rv0209 
Rv0210	-	13	186.0	263.3	-0.266	0.225	302.2	402.7	0.62	0.65	0.0841054440503973	0.7073980332282873	-	hypothetical protein Rv0210 
Rv0211	pckA	24	2.7	3.3	-0.058	0.056	192.0	158.1	0.01	0.02	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	phosphoenolpyruvate carboxykinase 
Rv0212c	nadR	6	267.5	157.4	0.326	-0.421	321.0	209.9	0.83	0.75	0.762630312339113	1.0	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN NADR (PROBABLY ASNC-FAMILY) 
Rv0213c	-	31	198.3	183.4	0.054	-0.056	302.3	232.1	0.66	0.79	0.376913532401064	1.0	-	POSSIBLE METHYLTRANSFERASE (METHYLASE) 
Rv0214	fadD4	34	119.3	156.0	-0.199	0.175	248.3	252.6	0.48	0.62	0.153130947013218	0.9011688474671679	-	acyl-CoA synthetase 
Rv0215c	fadE3	18	145.6	159.7	-0.066	0.063	253.7	261.3	0.57	0.61	0.58917130368429	1.0	-	PROBABLE ACYL-CoA DEHYDROGENASE FADE3 
Rv0216	-	23	7.5	20.7	-0.609	0.427	86.4	67.9	0.09	0.30	0.0364827204652928	0.4686024777877505	-	hypothetical protein Rv0216 
Rv0217c	lipW	21	105.4	95.3	0.067	-0.070	237.1	182.0	0.44	0.52	0.921321304897826	1.0	-	POSSIBLE ESTERASE LIPW 
Rv0218	-	19	253.3	233.9	0.055	-0.057	412.6	317.5	0.61	0.74	0.664671671820632	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0219	-	11	121.3	135.7	-0.080	0.076	190.5	229.6	0.64	0.59	0.182010046410992	0.9416832359444095	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0220	lipC	24	57.3	73.4	-0.176	0.157	179.3	185.4	0.32	0.40	0.522368325992798	1.0	-	PROBABLE ESTERASE LIPC 
Rv0221	-	28	117.8	157.5	-0.216	0.188	291.0	275.6	0.40	0.57	0.217283926445737	0.9851850755891939	-	hypothetical protein Rv0221 
Rv0222	echA1	8	96.4	49.8	0.377	-0.511	210.4	132.8	0.46	0.38	0.745976592311604	1.0	-	enoyl-CoA hydratase 
Rv0223c	-	25	46.2	74.8	-0.355	0.285	128.5	170.0	0.36	0.44	0.154811666460222	0.9019824158466069	-	PROBABLE ALDEHYDE DEHYDROGENASE 
Rv0224c	-	15	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	POSSIBLE METHYLTRANSFERASE (METHYLASE) 
Rv0225	-	20	0.7	0.0	0.091	-0.098	42.0	0.0	0.02	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	POSSIBLE CONSERVED PROTEIN 
Rv0226c	-	29	29.4	40.1	-0.210	0.183	851.5	1163.3	0.03	0.03	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0227c	-	23	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE CONSERVED MEMBRANE PROTEIN 
Rv0228	-	14	76.5	52.8	0.227	-0.269	1071.4	739.5	0.07	0.07	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	PROBABLE INTEGRAL MEMBRANE ACYLTRANSFERASE 
Rv0229c	-	16	142.3	131.9	0.052	-0.054	310.4	281.3	0.46	0.47	0.81484320464805	1.0	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 
Rv0230c	php	16	433.8	597.8	-0.247	0.211	612.4	735.8	0.71	0.81	0.0987391446266481	0.7501380035766971	-	PROBABLE PHOSPHOTRIESTERASE PHP (PARATHION HYDROLASE) (PTE) (ARYLDIALKYLPHOSPHATASE) (PARAOXONASE) (A-ESTERASE) (ARYLTRIPHOSPHATASE) (PARAOXON HYDROLASE) 
Rv0231	fadE4	36	225.2	173.8	0.171	-0.194	296.7	198.6	0.76	0.88	0.294777536593096	1.0	-	PROBABLE ACYL-CoA DEHYDROGENASE FADE4 
Rv0232	-	9	366.6	299.5	0.137	-0.151	450.0	299.5	0.81	1.00	0.0977506852452401	0.7486088946804376	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR/ACRR-FAMILY) 
Rv0233	nrdB	11	289.5	235.0	0.140	-0.155	367.4	304.1	0.79	0.77	0.868523951537178	1.0	-	ribonucleotide-diphosphate reductase subunit beta 
Rv0234c	gabD1	23	61.0	61.1	-0.001	0.001	150.3	133.8	0.41	0.46	0.862726561018671	1.0	-	succinic semialdehyde dehydrogenase 
Rv0235c	-	27	44.4	48.0	-0.052	0.050	156.4	123.5	0.28	0.39	0.629205541213992	1.0	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0236c	-	39	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 
Rv0236A	-	3	0.0	0.0	0.000	0.000	0.0	0.0	0.00	0.00	1.0	1.0	pan-essential (no counts in all conditions) - not analyzed	SMALL SECRETED PROTEIN 
Rv0237	lpqI	13	68.2	41.6	0.289	-0.362	266.1	135.3	0.26	0.31	0.952194830745608	1.0	-	PROBABLE CONSERVED LIPOPROTEIN LPQI 
Rv0238	-	13	16.4	15.4	0.036	-0.037	213.8	200.1	0.08	0.08	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 
Rv0239	-	2	436.0	254.0	0.333	-0.435	436.0	254.0	1.00	1.00	0.453360663956629	1.0	-	hypothetical protein Rv0239 
Rv0240	-	9	33.5	69.6	-0.554	0.399	53.2	139.1	0.63	0.50	0.0585105025424778	0.6079606904804333	-	hypothetical protein Rv0240 
Rv0241c	-	16	36.8	23.5	0.251	-0.304	147.2	125.1	0.25	0.19	0.508691055603951	1.0	-	hypothetical protein Rv0241c 
Rv0242c	fabG	11	7.8	0.9	0.453	-0.664	51.6	6.7	0.15	0.14	0.428485651987654	1.0	-	3-ketoacyl-(acyl-carrier-protein) reductase 
Rv0243	fadA2	20	42.9	30.8	0.195	-0.225	111.9	68.4	0.38	0.45	0.92987597559965	1.0	-	acetyl-CoA acetyltransferase 
Rv0244c	fadE5	23	11.8	105.4	-1.923	0.796	54.2	151.6	0.22	0.70	1.18119509834745e-07	2.7614654918636446e-05	-	PROBABLE ACYL-CoA DEHYDROGENASE FADE5 
Rv0245	-	4	1.9	36.8	-1.826	0.781	11.1	49.0	0.17	0.75	0.00614238815051095	0.16902157738302548	-	POSSIBLE OXIDOREDUCTASE 
Rv0246	-	33	51.0	77.1	-0.302	0.249	126.3	164.1	0.40	0.47	0.131645764017228	0.8381487105765993	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 
Rv0247c	-	12	17.2	0.0	0.707	-1.445	124.1	0.0	0.14	0.00	1.0	1.0	low saturation (<15%) across all conditions (pan-growth-defect) - not analyzed	fumarate reductase iron-sulfur subunit 
Rv0248c	sdhA	39	28.0	11.5	0.416	-0.587	99.4	179.2	0.28	0.06	1.41345561695271e-05	0.001708996336861004	-	succinate dehydrogenase flavoprotein subunit 
Rv0249c	-	23	38.5	6.8	0.654	-1.229	126.7	104.4	0.30	0.07	0.00102717010608738	0.042691757534256726	-	PROBABLE SUCCINATE DEHYDROGENASE 
Rv0250c	-	4	36.7	32.5	0.075	-0.079	88.1	86.6	0.42	0.38	0.848757828161019	1.0	-	hypothetical protein Rv0250c 
Rv0251c	hsp	5	76.8	52.6	0.230	-0.274	164.5	65.8	0.47	0.80	0.0729067999772154	0.6777167555209197	-	HEAT SHOCK PROTEIN HSP (HEAT-STRESS-INDUCED RIBOSOME-BINDING PROTEIN A) 
Rv0252	nirB	41	165.7	135.8	0.133	-0.146	364.0	265.1	0.46	0.51	0.944228357475115	1.0	-	PROBABLE NITRITE REDUCTASE 
Rv0253	nirD	7	40.4	46.4	-0.091	0.086	94.3	92.7	0.43	0.50	0.704133891952838	1.0	-	PROBABLE NITRITE REDUCTASE 
Rv0254c	cobU	6	285.5	289.5	-0.010	0.010	571.0	386.0	0.50	0.75	0.51973571958144	1.0	-	PROBABLE BIFUNCTIONAL COBALAMIN BIOSYNTHESIS PROTEIN COBU: COBINAMIDE KINASE + COBINAMIDE PHOSPHATE GUANYLYLTRANSFERASE 
Rv0255c	cobQ1	15	49.0	123.3	-0.756	0.494	73.5	185.0	0.67	0.67	0.00137472355435739	0.053775950802803785	-	cobyric acid synthase 
Rv0256c	PPE2	32	154.6	116.6	0.183	-0.210	274.9	173.5	0.56	0.67	0.67374815542153	1.0	-	PPE FAMILY PROTEIN 
Rv0257	-	3	138.4	143.7	-0.027	0.026	207.5	172.4	0.67	0.83	0.799733712734471	1.0	-	hypothetical protein Rv0257 
Rv0258c	-	8	70.3	36.3	0.368	-0.496	281.1	145.4	0.25	0.25	0.874784694241774	1.0	-	hypothetical protein Rv0258c 
Rv0259c	-	8	38.9	82.6	-0.583	0.414	133.3	146.8	0.29	0.56	0.31771715702021	1.0	-	hypothetical protein Rv0259c 
Rv0260c	-	22	23.7	31.2	-0.177	0.158	195.5	91.5	0.12	0.34	0.053171520656121	0.5860617884473005	-	bifunctional uroporphyrinogen-III synthetase/response regulator domain protein 
Rv0261c	narK3	25	75.8	67.9	0.073	-0.076	258.4	161.6	0.29	0.42	0.620184783548459	1.0	-	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARK3 (NITRITE FACILITATOR) 
Rv0262c	aac	7	129.1	40.6	0.578	-0.979	387.2	81.2	0.33	0.50	0.135704987771955	0.8471673518756153	-	AMINOGLYCOSIDE 2'-N-ACETYLTRANSFERASE AAC (AAC(2')-IC) 
Rv0263c	-	16	1443.4	233.0	0.780	-1.825	2886.9	392.5	0.50	0.59	0.021186823621532	0.3522309427079695	-	hypothetical protein Rv0263c 
Rv0264c	-	10	187.5	240.8	-0.187	0.166	312.4	321.1	0.60	0.75	0.392842716357031	1.0	-	hypothetical protein Rv0264c 
Rv0265c	-	9	272.1	323.6	-0.128	0.118	334.0	416.1	0.81	0.78	0.340979120942251	1.0	-	PROBABLE PERIPLASMIC IRON-TRANSPORT LIPOPROTEIN 
Rv0266c	oplA	42	274.7	392.1	-0.275	0.231	402.5	506.7	0.68	0.77	0.00368571387160272	0.10893332109403595	-	PROBABLE 5-OXOPROLINASE OPLA (5-OXO-L-PROLINASE) (PYROGLUTAMASE) (5-OPASE) 
Rv0267	narU	15	325.8	310.7	0.033	-0.034	418.9	358.5	0.78	0.87	0.621576112903945	1.0	-	PROBABLE INTEGRAL MEMBRANE NITRITE EXTRUSION PROTEIN NARU (NITRITE FACILITATOR) 
Rv0268c	-	13	322.2	335.6	-0.029	0.029	359.0	396.6	0.90	0.85	0.123682997864148	0.8149227360130936	-	hypothetical protein Rv0268c 
Rv0269c	-	11	243.3	196.3	0.143	-0.159	349.0	288.0	0.70	0.68	0.704334081237407	1.0	-	hypothetical protein Rv0269c 
Rv0270	fadD2	25	255.1	266.6	-0.032	0.031	347.8	310.0	0.73	0.86	0.25195097607911	1.0	-	acyl-CoA synthetase 
Rv0271c	fadE6	34	155.4	141.4	0.064	-0.067	243.9	213.7	0.64	0.66	0.525433470531347	1.0	-	PROBABLE ACYL-CoA DEHYDROGENASE FADE6 
Rv0272c	-	16	26.2	66.6	-0.719	0.478	89.9	152.2	0.29	0.44	0.0688851612621557	0.6559708673890244	-	hypothetical protein Rv0272c 
Rv0273c	-	17	47.7	64.1	-0.209	0.182	143.1	145.3	0.33	0.44	0.545602082953869	1.0	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 
Rv0274	-	8	144.1	152.1	-0.038	0.037	345.7	304.2	0.42	0.50	0.883418101502882	1.0	-	hypothetical protein Rv0274 
Rv0275c	-	9	100.4	61.1	0.298	-0.376	246.4	109.9	0.41	0.56	0.536093479305775	1.0	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY TETR-FAMILY) 
Rv0276	-	17	215.7	162.6	0.185	-0.212	354.8	230.3	0.61	0.71	0.860797064437508	1.0	-	hypothetical protein Rv0276 
Rv0277c	-	6	153.8	87.4	0.339	-0.444	251.7	149.7	0.61	0.58	0.887463536580639	1.0	-	hypothetical protein Rv0277c 
Rv0278c	PE_PGRS3	26	101.0	80.3	0.148	-0.165	207.4	160.6	0.49	0.50	0.861798263728583	1.0	-	PE-PGRS FAMILY PROTEIN 
Rv0279c	PE_PGRS4	19	122.5	126.8	-0.024	0.024	183.7	166.1	0.67	0.76	0.52540288469612	1.0	-	PE-PGRS FAMILY PROTEIN 
Rv0280	PPE3	26	176.4	229.9	-0.198	0.174	250.2	291.6	0.71	0.79	0.039354435872783	0.49534447675837273	-	PPE FAMILY PROTEIN 
Rv0281	-	14	136.0	204.6	-0.314	0.258	190.4	238.7	0.71	0.86	0.0407091473155743	0.5060108965393815	-	hypothetical protein Rv0281 
